IID	Region	FirstAA	LastAA	Closest	PcntC	BestAvg	PcntAvg	BestOdds	OddsB	2ndBestOdds	Odds2B	BestOddsInf	OddsBInf	2ndBestOddsInf	Odds2ndBInf	C	A	Odds	OddsInf	Call
249122	East Africa	1	334	C	5.6	C	7.9	C	-69	H	-105	C	-12	C	-30	C	C	C	C	C
249124	East Africa	1	330	C	4.7	C	6.2	C	-44	C	-78	C	-9	C	-26	C	C	C	C	C
249126	East Africa	1	320	C	5.2	C	7.3	C	-58	H	-89	C	-11	C	-25	C	C	C	C	C
249130	East Africa	1	330	C	4.4	C	6.4	C	-45	H	-80	C	-11	H	-25	C	C	C	C	C
249132	East Africa	1	330	C	4.3	C	7	C	-56	C	-84	C	-14	C	-24	C	C	C	C	C
249134	East Africa	1	330	C	4.8	C	6.9	C	-51	C	-85	C	-13	C	-26	C	C	C	C	C
249136	East Africa	1	321	C	6	C	8.6	C	-87	C	-103	C	-14	C	-24	C	C	C	C	C
249138	East Africa	1	330	C	5.1	C	7.4	C	-62	H	-89	C	-15	H	-26	C	C	C	C	C
249142	East Africa	1	330	C	3.8	C	7.1	C	-62	C	-91	C	-10	C	-22	C	C	C	C	C
249144	East Africa	1	333	C	7.5	C	9.4	C	-89	C	-117	C	-19	X08	-30	C	C	C	C	C
249146	East Africa	1	328	C	5	C	6.8	C	-57	C	-90	C	-11	C	-27	C	C	C	C	C
249148	East Africa	1	330	C	5.4	C	7.4	C	-59	C	-87	C	-17	C	-34	C	C	C	C	C
249150	East Africa	1	330	C	4.9	C	7.4	C	-58	C	-90	C	-14	C	-27	C	C	C	C	C
249152	East Africa	1	330	C	4.3	C	6.8	C	-51	C	-84	C	-13	C	-26	C	C	C	C	C
249154	East Africa	1	332	C	5.1	C	7.3	C	-59	C	-84	C	-11	C	-26	C	C	C	C	C
249156	East Africa	1	330	C	4.8	C	6.6	C	-51	C	-82	C	-14	C	-28	C	C	C	C	C
249159	East Africa	1	330	C	4.2	C	6.4	C	-48	C	-71	C	-11	C	-24	C	C	C	C	C
249161	East Africa	1	330	C	5	X61	6.9	C	-55	H	-87	C	-15	H	-27	C	X61	C	C	C
249163	East Africa	1	330	C	5.3	C	7	C	-56	C	-85	C	-13	C	-21	C	C	C	C	C
249165	East Africa	1	330	C	4.3	C	6.6	C	-51	C	-82	C	-13	H	-29	C	C	C	C	C
249167	East Africa	1	316	C	5.4	C	7.7	C	-64	C	-95	C	-12	H	-29	C	C	C	C	C
249171	East Africa	1	329	C	5	C	7.1	C	-57	C	-92	C	-15	H	-27	C	C	C	C	C
249173	East Africa	1	330	C	3.9	C	6.5	C	-47	C	-82	C	-12	C	-28	C	C	C	C	C
249175	East Africa	1	330	C	4.8	C	7.3	C	-59	C	-91	C	-16	C	-33	C	C	C	C	C
249177	East Africa	1	324	C	4.8	C	7.3	C	-60	H	-95	C	-16	H	-31	C	C	C	C	C
249180	East Africa	1	327	C	4.1	C	6.2	C	-44	C	-79	C	-10	C	-26	C	C	C	C	C
249182	East Africa	1	330	C	4.8	C	6.9	C	-53	C	-79	C	-12	C	-23	C	C	C	C	C
249185	East Africa	1	330	C	6	C	7.6	C	-73	C	-100	C	-16	C	-27	C	C	C	C	C
249187	East Africa	1	330	C	4.2	C	6.9	C	-56	C	-85	C	-13	C	-28	C	C	C	C	C
249191	East Africa	1	330	C	4.4	C	6.5	C	-50	H	-85	C	-15	H	-32	C	C	C	C	C
249194	East Africa	1	330	C	4.8	C	6.7	C	-54	C	-87	C	-13	C	-29	C	C	C	C	C
249196	East Africa	1	330	C	5.3	C	7.6	C	-65	C	-89	C	-18	H	-30	C	C	C	C	C
249198	East Africa	1	330	C	4.8	C	6.9	C	-52	C	-82	C	-15	H	-28	C	C	C	C	C
249200	East Africa	1	330	C	5.2	C	7.1	C	-61	C	-87	C	-15	C	-23	C	C	C	C	C
249202	East Africa	1	317	C	5.4	C	7.7	C	-69	C	-95	C	-9	C	-21	C	C	C	C	C
249204	East Africa	1	330	C	4.6	C	6.9	C	-57	C	-83	C	-11	C	-26	C	C	C	C	C
249206	East Africa	1	329	C	5.1	C	7.5	C	-63	C	-96	C	-11	C	-25	C	C	C	C	C
249208	East Africa	1	330	C	5	C	7	C	-58	C	-91	C	-15	C	-32	C	C	C	C	C
249210	East Africa	1	330	C	4.4	C	6.3	C	-48	C	-74	C	-11	C	-19	C	C	C	C	C
249212	East Africa	1	330	C	3.8	C	6.6	C	-48	C	-73	C	-13	C	-24	C	C	C	C	C
249217	East Africa	1	330	C	5.2	C	7	C	-53	C	-85	C	-11	H	-25	C	C	C	C	C
249221	East Africa	1	333	C	5.8	C	8	C	-77	H	-104	C	-13	H	-26	C	C	C	C	C
249223	East Africa	1	330	C	4.6	C	6.8	C	-52	C	-89	C	-9	C	-24	C	C	C	C	C
249225	East Africa	1	321	C	5.2	C	7.1	C	-57	C	-87	C	-13	C	-22	C	C	C	C	C
249227	East Africa	1	330	C	4.9	C	7.1	C	-59	C	-92	C	-13	H	-25	C	C	C	C	C
249229	East Africa	1	330	C	4.3	C	6.6	C	-50	C	-85	C	-11	C	-24	C	C	C	C	C
249232	East Africa	1	330	C	4.6	C	7.2	C	-57	C	-89	C	-13	H	-28	C	C	C	C	C
249234	East Africa	1	331	C	5.1	C	7.4	C	-61	C	-89	C	-15	C	-32	C	C	C	C	C
249241	East Africa	1	330	C	5.7	C	7.7	C	-80	C	-101	C	-10	C	-20	C	C	C	C	C
249243	East Africa	1	330	C	5.1	C	7	C	-59	C	-86	C	-15	C	-23	C	C	C	C	C
249245	East Africa	1	330	C	5.8	C	8.1	C	-77	C	-109	C	-14	C	-31	C	C	C	C	C
249249	East Africa	1	327	C	5.2	C	7	C	-56	C	-84	C	-11	C	-29	C	C	C	C	C
249251	East Africa	1	330	C	4.7	C	7.1	C	-60	C	-92	C	-14	H	-30	C	C	C	C	C
249253	East Africa	1	330	C	5.2	C	7.2	C	-62	C	-93	C	-14	C	-30	C	C	C	C	C
249257	East Africa	1	330	C	4.6	C	7.2	C	-58	C	-91	C	-16	C	-30	C	C	C	C	C
249259	East Africa	1	330	C	4.5	C	7.4	C	-59	C	-81	C	-14	C	-25	C	C	C	C	C
249261	East Africa	1	330	C	5.7	C	7.8	C	-77	C	-102	C	-12	C	-22	C	C	C	C	C
249263	East Africa	1	330	C	5.9	C	8.2	C	-74	C	-100	C	-16	C	-25	C	C	C	C	C
249270	East Africa	1	328	C	5.1	C	6.7	C	-53	C	-86	C	-12	C	-29	C	C	C	C	C
249273	East Africa	1	333	C	5.2	C	7.4	C	-62	C	-89	C	-13	C	-28	C	C	C	C	C
249275	East Africa	1	330	C	4.9	C	6.9	C	-54	C	-82	C	-16	C	-31	C	C	C	C	C
249277	East Africa	1	330	C	5.3	C	7.3	C	-57	C	-85	C	-13	C	-25	C	C	C	C	C
249359	Southern Africa	1	333	C	4	C	7	C	-54	C	-94	C	-12	C	-29	C	C	C	C	C
249361	Southern Africa	1	333	C	5.7	C	8.2	C	-71	C	-106	C	-13	H	-32	C	C	C	C	C
249363	Southern Africa	1	333	C	4.8	C	7.1	C	-57	C	-85	C	-12	C	-27	C	C	C	C	C
249365	Southern Africa	1	333	C	4.8	C	7	C	-55	X08	-83	C	-15	X08	-31	C	C	C	C	C
249367	Southern Africa	1	333	C	4.6	C	6.4	C	-48	C	-76	C	-9	H	-26	C	C	C	C	C
249369	Southern Africa	1	333	C	5	C	7.1	C	-54	X07	-88	C	-15	H	-31	C	C	C	C	C
249371	Southern Africa	1	333	C	5.8	C	7.8	C	-65	C	-97	C	-12	H	-30	C	C	C	C	C
249373	Southern Africa	1	333	C	4.3	C	6.9	C	-50	C	-82	C	-10	H	-26	C	C	C	C	C
249375	Southern Africa	1	333	C	5.3	C	7.4	C	-57	H	-96	C	-13	H	-29	C	C	C	C	C
249377	Southern Africa	1	333	C	5.4	C	7.3	C	-54	H	-86	C	-15	H	-31	C	C	C	C	C
249379	Southern Africa	1	332	C	4.9	C	7.2	C	-55	H	-85	C	-14	H	-30	C	C	C	C	C
249381	Southern Africa	1	333	C	4.7	C	7.4	C	-62	C	-95	C	-15	C	-32	C	C	C	C	C
249383	Southern Africa	1	333	C	5.7	C	7.8	C	-67	C	-103	C	-10	H	-29	C	C	C	C	C
249385	Southern Africa	1	333	C	5.7	C	7.6	C	-65	C	-96	C	-8	C	-25	C	C	C	C	C
249387	Southern Africa	1	333	C	5.6	C	8	C	-67	C	-98	C	-9	C	-22	C	C	C	C	C
249389	Southern Africa	1	333	C	4.7	C	6.6	C	-50	C	-88	C	-9	C	-26	C	C	C	C	C
249391	Southern Africa	1	333	C	5.1	C	7.2	C	-57	X08	-89	C	-11	X08	-29	C	C	C	C	C
249393	Southern Africa	1	333	C	6	C	8	C	-66	H	-106	C	-13	H	-30	C	C	C	C	C
249395	Southern Africa	1	333	C	4.9	C	7.3	C	-60	H	-95	C	-13	H	-30	C	C	C	C	C
249397	Southern Africa	1	333	C	4.5	C	7	C	-52	C	-90	C	-10	C	-31	C	C	C	C	C
249399	Southern Africa	1	333	C	4.2	C	6.5	C	-48	C	-83	C	-8	C	-23	C	C	C	C	C
249401	Southern Africa	1	333	C	5.8	C	8	C	-67	C	-92	C	-13	C	-19	C	C	C	C	C
249403	Southern Africa	1	333	C	4.4	C	6.7	C	-49	C	-86	C	-9	C	-28	C	C	C	C	C
249405	Southern Africa	1	333	C	3.8	C	5.9	C	-40	C	-81	C	-11	C	-32	C	C	C	C	C
249407	Southern Africa	1	333	C	3.7	C	6	C	-40	C	-80	C	-11	C	-33	C	C	C	C	C
249409	Southern Africa	1	333	C	3.7	X61	6.8	C	-49	H	-85	C	-17	X08	-33	C	X61	C	C	C
249411	Southern Africa	1	333	C	4.6	C	6.5	C	-47	H	-87	C	-10	H	-32	C	C	C	C	C
249413	Southern Africa	1	333	C	4.6	C	7.4	C	-59	H	-90	C	-15	H	-32	C	C	C	C	C
249415	Southern Africa	1	333	C	4.4	C	7.2	C	-56	X08	-91	C	-15	C	-34	C	C	C	C	C
249417	Southern Africa	1	333	C	3.8	C	6.3	C	-43	C	-73	C	-11	C	-25	C	C	C	C	C
249419	Southern Africa	1	333	C	6.4	X61	8.4	C	-84	C	-107	C	-12	H	-22	C	X61	C	C	C
249421	Southern Africa	1	333	C	4.8	C	7	C	-55	C	-87	C	-9	C	-23	C	C	C	C	C
249423	Southern Africa	1	333	C	4.7	C	6.8	C	-54	C	-84	C	-13	C	-27	C	C	C	C	C
249425	Southern Africa	1	333	C	5.1	C	7.2	C	-55	H	-89	C	-14	H	-26	C	C	C	C	C
249427	Southern Africa	1	333	C	4.7	C	7.5	C	-64	X08	-101	C	-16	X08	-36	C	C	C	C	C
249429	Southern Africa	1	333	C	4	C	6.2	C	-43	C	-78	C	-9	C	-26	C	C	C	C	C
249431	Southern Africa	1	333	C	5.1	C	7.6	C	-62	H	-96	C	-11	C	-30	C	C	C	C	C
249433	Southern Africa	1	333	C	4.6	C	6.6	C	-49	C	-82	C	-12	H	-30	C	C	C	C	C
249445	North America	1	229	C	4.4	C	6.7	C	-44	C	-62	C	-9	C	-20	C	C	C	C	C
249451	North America	1	229	C	4.4	C	6.4	C	-36	C	-65	C	-9	H	-22	C	C	C	C	C
249459	North America	1	229	C	5.2	C	7.9	C	-57	C	-80	C	-11	C	-24	C	C	C	C	C
249465	North America	1	229	C	3.6	C	5.9	C	-33	X08	-61	C	-8	C	-22	C	C	C	C	C
249497	North America	1	229	C	4.5	C	6.6	C	-40	C	-70	C	-7	C	-22	C	C	C	C	C
249499	North America	1	229	C	5.2	C	7.6	C	-52	C	-77	C	-8	C	-23	C	C	C	C	C
249515	North America	1	229	C	3.4	C	5.9	C	-33	H	-59	C	-9	H	-21	C	C	C	C	C
249519	North America	1	229	C	4.1	C	6.3	C	-38	H	-69	C	-8	C	-27	C	C	C	C	C
249531	North America	1	229	C	5.1	C	7.4	C	-53	C	-73	C	-10	H	-18	C	C	C	C	C
249543	North America	1	229	C	6.3	C	8.2	C	-71	C	-91	C	-3	C	-13	C	C	C	C	C
249551	North America	1	229	C	4.7	C	6.4	C	-41	C	-57	C	-5	C	-18	C	C	C	C	C
249575	North America	1	229	C	6	C	8.5	C	-64	C	-83	C	-11	C	-18	C	C	C	C	C
249591	North America	1	229	C	4.4	C	6.8	C	-43	C	-53	C	-9	C	-19	C	C	C	C	C
249601	North America	1	229	C	3.4	X61	6.4	C	-40	X07	-62	C	-9	H	-21	C	X61	C	C	C
249607	North America	1	229	C	4.3	C	6.5	C	-41	C	-64	C	-7	C	-19	C	C	C	C	C
249613	North America	1	229	C	3.7	C	6.8	C	-43	X07	-63	C	-7	X07	-19	C	C	C	C	C
249641	North America	1	229	C	4.8	C	6.8	C	-40	H	-65	C	-11	H	-20	C	C	C	C	C
249645	North America	1	229	C	5	C	7.1	C	-54	C	-71	C	-7	C	-20	C	C	C	C	C
249647	North America	1	229	C	6.2	C	8.3	C	-64	C	-87	C	-7	C	-15	C	C	C	C	C
249651	North America	1	229	C	5.5	C	8.2	C	-66	C	-84	C	-8	C	-18	C	C	C	C	C
249663	North America	1	229	C	4.8	C	6.8	C	-42	C	-66	C	-9	C	-21	C	C	C	C	C
249675	North America	1	229	C	4.4	C	6.8	C	-40	C	-65	C	-8	H	-19	C	C	C	C	C
249699	North America	1	229	C	4.6	C	6.5	C	-36	H	-63	C	-11	H	-20	C	C	C	C	C
249711	North America	1	229	C	4.4	C	6.8	C	-42	C	-66	C	-7	C	-16	C	C	C	C	C
249713	North America	1	229	C	5	C	6.9	C	-51	C	-63	C	-5	C	-14	C	C	C	C	C
249715	North America	1	229	C	4.7	C	6.8	C	-48	C	-68	C	-9	C	-18	C	C	C	C	C
249769	North America	1	229	C	5.1	C	7.5	C	-49	C	-71	C	-10	H	-24	C	C	C	C	C
249773	North America	1	229	C	4.9	C	7.4	C	-55	C	-83	C	-7	H	-19	C	C	C	C	C
249775	North America	1	229	C	5.7	C	7.6	C	-54	C	-73	C	-5	C	-18	C	C	C	C	C
249791	North America	1	229	C	6.7	C	8.7	C	-63	G	-80	C	-19	H	-24	C	C	C	C	C
249799	North America	1	229	C	4.1	C	6.1	C	-37	C	-70	C	-4	C	-19	C	C	C	C	C
249813	North America	1	229	C	7.3	C	9.4	C	-82	C	-103	C	-5	H	-19	C	C	C	C	C
249823	North America	1	229	C	3.9	C	6.9	C	-40	F2	-67	C	-13	H	-25	C	C	C	C	C
249829	North America	1	229	C	4.7	C	7	C	-45	C	-65	C	-8	C	-17	C	C	C	C	C
249845	North America	1	229	C	4.7	C	6.7	C	-38	H	-64	C	-11	H	-20	C	C	C	C	C
249859	North America	1	229	C	6	C	8	C	-71	C	-91	C	-4	C	-15	C	C	C	C	C
249861	North America	1	229	C	6.3	C	8.3	C	-58	C	-84	C	-9	C	-22	C	C	C	C	C
249917	North America	1	229	C	5	C	7.3	C	-53	C	-83	C	-8	C	-19	C	C	C	C	C
249941	North America	1	229	C	4.9	C	7.5	C	-50	C	-81	C	-10	C	-23	C	C	C	C	C
249949	North America	1	229	C	6.5	C	8.5	C	-74	C	-92	C	-3	C	-16	C	C	C	C	C
249959	North America	1	229	C	5.4	C	7.6	C	-57	C	-75	C	-7	C	-22	C	C	C	C	C
249961	North America	1	229	C	4.7	C	7.3	C	-48	C	-72	C	-6	C	-16	C	C	C	C	C
249997	SSEA	1	248	C	4.3	C	6	C	-39	C	-71	C	-10	C	-27	C	C	C	C	C
250244	East Africa	1	321	C	5.3	X08	7.1	C	-61	X08	-82	C	-16	X08	-24	C	X08	C	C	C
250252	East Africa	1	321	C	6.2	C	8	C	-92	C	-114	C	-9	C	-20	C	C	C	C	C
250254	East Africa	1	321	C	5.4	C	7.2	C	-70	X07	-100	C	-7	C	-22	C	C	C	C	C
250266	East Africa	1	321	C	5.3	C	7.8	C	-69	C	-100	C	-15	C	-26	C	C	C	C	C
250284	East Africa	1	321	C	5.3	C	6.9	C	-58	X08	-92	C	-10	X08	-28	C	C	C	C	C
250310	East Africa	1	321	C	4.6	C	6.4	C	-52	X08	-78	C	-10	H	-25	C	C	C	C	C
250388	East Africa	1	321	C	4	C	6.7	C	-56	C	-85	C	-9	C	-22	C	C	C	C	C
250394	East Africa	1	321	C	4.7	C	7.3	C	-74	C	-96	C	-7	C	-17	C	C	C	C	C
250426	East Africa	1	321	C	3.6	C	5.4	C	-35	C	-69	C	-12	C	-29	C	C	C	C	C
250442	East Africa	1	321	C	3.9	C	6.6	C	-56	C	-78	C	-7	C	-19	C	C	C	C	C
250446	East Africa	1	321	C	5	C	6.9	C	-60	H	-99	C	-9	C	-28	C	C	C	C	C
250472	East Africa	1	321	C	5.3	C	7.6	C	-69	C	-87	C	-12	C	-19	C	C	C	C	C
250494	East Africa	1	321	C	3.7	C	5.6	C	-37	C	-74	C	-6	C	-23	C	C	C	C	C
250500	Southern Africa	1	248	C	3.5	C	5.7	C	-33	C	-60	C	-5	C	-19	C	C	C	C	C
250502	Southern Africa	1	271	C	3	C	5.4	C	-32	C	-57	C	-8	C	-22	C	C	C	C	C
250504	Southern Africa	1	285	C	4.5	C	6.5	C	-43	C	-72	C	-10	C	-27	C	C	C	C	C
250506	Southern Africa	1	272	C	4.1	C	6.4	C	-44	H	-79	C	-14	H	-30	C	C	C	C	C
250507	Southern Africa	15	290	C	4.9	C	6.8	C	-46	C	-78	C	-13	C	-26	C	C	C	C	C
250508	Southern Africa	15	290	C	4.1	C	5.9	C	-36	C	-66	C	-9	C	-25	C	C	C	C	C
250510	Southern Africa	1	285	C	4.4	C	6.4	C	-46	C	-83	C	-9	H	-28	C	C	C	C	C
250512	Southern Africa	1	285	C	5.4	C	7.9	C	-79	C	-110	C	-7	C	-21	C	C	C	C	C
250514	Southern Africa	1	277	C	3.9	C	5.9	C	-43	C	-66	C	-12	C	-21	C	C	C	C	C
250515	Southern Africa	15	290	C	4.5	C	6.2	C	-41	C	-75	C	-9	C	-29	C	C	C	C	C
250517	Southern Africa	1	285	C	3.9	C	7.3	C	-58	C	-93	C	-9	C	-22	C	C	C	C	C
250519	Southern Africa	1	285	C	4.9	C	6.8	C	-54	X08	-87	C	-10	H	-28	C	C	C	C	C
250521	Southern Africa	1	274	C	5.2	C	7.4	C	-65	C	-91	C	-9	C	-19	C	C	C	C	C
250523	Southern Africa	1	285	C	4.5	C	6.6	C	-52	C	-81	C	-6	C	-21	C	C	C	C	C
250525	Southern Africa	1	298	C	5.1	C	7.7	C	-70	C	-95	C	-13	C	-22	C	C	C	C	C
250527	Southern Africa	1	248	C	3.9	C	6.8	C	-45	C	-77	C	-12	H	-30	C	C	C	C	C
250529	Southern Africa	1	272	C	4.2	C	6.2	C	-43	C	-75	C	-11	C	-23	C	C	C	C	C
250531	Southern Africa	1	285	C	5.2	C	7.7	C	-70	C	-104	C	-7	H	-20	C	C	C	C	C
250532	Southern Africa	15	290	C	4.6	C	6.5	C	-45	X07	-77	C	-9	H	-27	C	C	C	C	C
250534	Southern Africa	1	271	C	3.6	C	6.8	C	-49	C	-73	C	-13	C	-25	C	C	C	C	C
250536	Southern Africa	1	277	C	4.4	C	6.4	C	-43	H	-75	C	-12	H	-24	C	C	C	C	C
250538	Southern Africa	1	285	C	4.1	C	7.3	C	-59	C	-82	C	-15	H	-25	C	C	C	C	C
250539	Southern Africa	15	290	C	4.2	C	6.7	C	-49	C	-77	C	-7	C	-22	C	C	C	C	C
250541	Southern Africa	1	272	C	4	C	6.7	C	-49	H	-79	C	-8	H	-20	C	C	C	C	C
250543	Southern Africa	1	277	C	3.9	C	6	C	-40	C	-74	C	-6	C	-17	C	C	C	C	C
250545	Southern Africa	1	271	C	4.9	C	6.9	C	-50	C	-80	C	-12	C	-27	C	C	C	C	C
250546	Southern Africa	1	303	C	4.9	C	7.6	C	-69	X08	-95	C	-15	X08	-31	C	C	C	C	C
250548	Southern Africa	1	285	C	3.9	C	5.9	C	-40	C	-73	C	-9	C	-28	C	C	C	C	C
250550	Southern Africa	1	298	C	5.2	C	7.4	C	-62	C	-93	C	-11	H	-26	C	C	C	C	C
250551	Southern Africa	15	290	C	4.7	C	6.8	C	-49	C	-79	C	-17	C	-36	C	C	C	C	C
250552	Southern Africa	1	303	C	4.2	C	6.7	C	-53	C	-86	C	-9	C	-21	C	C	C	C	C
250553	Southern Africa	1	303	C	5.7	C	7.7	C	-70	C	-100	C	-15	H	-27	C	C	C	C	C
250555	Southern Africa	1	248	C	4.2	C	6.5	C	-42	H	-70	C	-9	H	-20	C	C	C	C	C
250557	Southern Africa	1	272	C	4.3	C	6.2	C	-41	C	-69	C	-12	H	-26	C	C	C	C	C
250558	Southern Africa	15	290	C	4.1	C	6.2	C	-42	C	-74	C	-12	C	-29	C	C	C	C	C
250559	Southern Africa	1	303	C	3.7	C	6.5	C	-50	C	-73	C	-12	C	-21	C	C	C	C	C
250561	Southern Africa	1	298	C	4.8	C	6.8	C	-50	H	-90	C	-14	H	-35	C	C	C	C	C
250563	Southern Africa	1	272	C	3.7	C	6.3	C	-45	C	-77	C	-12	C	-29	C	C	C	C	C
250564	Southern Africa	15	290	C	3.9	C	6.1	C	-38	C	-77	C	-8	C	-26	C	C	C	C	C
250566	Southern Africa	1	271	C	4.1	C	6.3	C	-44	C	-72	C	-10	C	-21	C	C	C	C	C
250567	Southern Africa	1	303	C	3.6	C	5.9	C	-44	C	-78	C	-8	C	-27	C	C	C	C	C
250569	Southern Africa	1	283	C	4.5	C	6.7	C	-55	C	-84	C	-10	C	-21	C	C	C	C	C
250570	Southern Africa	15	290	C	3.6	C	5.7	C	-35	C	-69	C	-7	C	-24	C	C	C	C	C
250571	Southern Africa	15	290	C	3.9	C	6	C	-37	X08	-69	C	-12	X08	-26	C	C	C	C	C
250573	Southern Africa	1	248	C	3.8	C	6.7	C	-42	C	-76	C	-11	C	-27	C	C	C	C	C
250575	Southern Africa	1	248	C	3.4	C	5.8	C	-33	C	-59	C	-9	C	-23	C	C	C	C	C
250576	Southern Africa	15	290	C	4.2	C	6.1	C	-38	C	-69	C	-10	C	-24	C	C	C	C	C
250578	Southern Africa	1	298	C	4.5	C	6.4	C	-53	C	-89	C	-7	C	-28	C	C	C	C	C
250579	Southern Africa	1	303	C	4.4	C	6.1	C	-43	C	-78	C	-10	C	-26	C	C	C	C	C
250581	Southern Africa	1	285	C	5.6	C	7.4	C	-64	C	-98	C	-9	H	-25	C	C	C	C	C
250582	Southern Africa	15	290	C	3.6	X61	7.1	C	-51	H	-88	C	-16	H	-35	C	X61	C	C	C
250584	Southern Africa	1	277	C	4.2	C	6.4	C	-44	C	-73	C	-14	H	-29	C	C	C	C	C
250585	Southern Africa	1	271	C	4.4	C	6.9	C	-50	C	-84	C	-9	C	-23	C	C	C	C	C
250586	Southern Africa	15	290	C	3.4	C	6	C	-35	C	-64	C	-8	C	-24	C	C	C	C	C
250588	Southern Africa	1	248	C	4.3	C	6.2	C	-40	C	-71	C	-8	C	-23	C	C	C	C	C
250590	Southern Africa	1	277	C	4.5	C	6.4	C	-44	C	-73	C	-12	C	-25	C	C	C	C	C
250592	Southern Africa	1	277	C	5.4	C	7.1	C	-57	X08	-88	C	-7	C	-20	C	C	C	C	C
250593	Southern Africa	15	290	C	4.3	C	6.2	C	-43	X08	-76	C	-13	X08	-33	C	C	C	C	C
250595	Southern Africa	1	283	C	4.6	C	6.6	C	-48	C	-73	C	-12	H	-26	C	C	C	C	C
250597	Southern Africa	1	271	C	4.1	C	6.1	C	-40	C	-75	C	-9	C	-24	C	C	C	C	C
250599	Southern Africa	1	298	C	4.4	C	6.8	C	-53	C	-88	C	-13	H	-33	C	C	C	C	C
250601	Southern Africa	1	277	C	4.1	C	5.8	C	-38	C	-65	C	-8	C	-22	C	C	C	C	C
250602	Southern Africa	1	274	C	3.9	C	6.7	C	-49	C	-80	C	-10	C	-23	C	C	C	C	C
250604	Southern Africa	1	298	C	4.9	C	7.1	C	-60	C	-89	C	-11	C	-23	C	C	C	C	C
250606	Southern Africa	1	283	C	3.7	C	5.3	C	-33	C	-68	C	-5	C	-19	C	C	C	C	C
250608	Southern Africa	1	283	C	3	C	5.8	C	-36	C	-65	C	-7	C	-17	C	C	C	C	C
250610	Southern Africa	1	298	C	3.2	C	5.7	C	-38	C	-73	C	-8	C	-25	C	C	C	C	C
250612	Southern Africa	1	283	C	4.5	C	6.2	C	-43	C	-71	C	-8	C	-21	C	C	C	C	C
250614	Southern Africa	1	298	C	6	C	7.9	C	-67	H	-98	C	-15	H	-32	C	C	C	C	C
250616	Southern Africa	1	283	C	4	C	6.9	C	-55	C	-84	C	-11	C	-28	C	C	C	C	C
250618	Southern Africa	1	277	C	3.9	C	5.6	C	-35	H	-66	C	-8	H	-23	C	C	C	C	C
250620	Southern Africa	1	248	C	3.8	C	5.9	C	-35	C	-61	C	-11	H	-25	C	C	C	C	C
250622	Southern Africa	1	274	C	4.3	C	6.3	C	-44	C	-67	C	-10	C	-19	C	C	C	C	C
250624	Southern Africa	1	285	C	5.7	C	7.4	C	-65	C	-97	C	-7	C	-24	C	C	C	C	C
250626	Southern Africa	1	277	C	3.9	C	6.1	C	-43	C	-77	C	-5	C	-18	C	C	C	C	C
250628	Southern Africa	1	274	C	4.2	C	7	C	-58	C	-92	C	-9	C	-22	C	C	C	C	C
250630	Southern Africa	1	298	C	6.4	C	8.1	C	-79	H	-108	C	-15	H	-30	C	C	C	C	C
250632	Southern Africa	1	298	C	4.1	C	6.2	C	-44	H	-84	C	-11	H	-31	C	C	C	C	C
250634	Southern Africa	1	298	C	4.5	C	7	C	-54	C	-91	C	-13	H	-33	C	C	C	C	C
250635	Southern Africa	1	303	C	4.3	C	6.4	C	-48	C	-86	C	-10	C	-27	C	C	C	C	C
250637	Southern Africa	1	298	C	4.3	C	6.8	C	-51	C	-82	C	-11	C	-25	C	C	C	C	C
250638	Southern Africa	15	290	C	3.5	C	6.6	C	-45	C	-74	C	-11	C	-21	C	C	C	C	C
250640	Southern Africa	1	274	C	3.7	C	6.5	C	-47	H	-77	C	-13	C	-27	C	C	C	C	C
250642	Southern Africa	1	283	C	4.2	C	6.2	C	-46	C	-75	C	-9	H	-26	C	C	C	C	C
250644	Southern Africa	1	285	C	5	C	6.8	C	-61	C	-91	C	-6	C	-23	C	C	C	C	C
250646	Southern Africa	1	272	C	4.1	C	5.8	C	-37	C	-66	C	-11	C	-21	C	C	C	C	C
250648	Southern Africa	1	274	C	4.7	C	6.5	C	-47	H	-77	C	-10	H	-24	C	C	C	C	C
250649	Southern Africa	1	303	C	4.6	C	6.6	C	-46	C	-72	C	-9	C	-22	C	C	C	C	C
250651	Southern Africa	1	277	C	4.5	C	7	C	-58	C	-85	C	-12	C	-26	C	C	C	C	C
250652	Southern Africa	15	290	C	5	C	7.2	C	-53	C	-88	C	-9	C	-26	C	C	C	C	C
250654	Southern Africa	1	277	C	3.7	C	5.7	C	-42	C	-71	C	-9	C	-23	C	C	C	C	C
250655	Southern Africa	15	290	C	4.2	C	6.5	C	-44	C	-78	C	-10	C	-25	C	C	C	C	C
250657	Southern Africa	1	298	C	4.1	C	6	C	-40	C	-79	C	-10	C	-30	C	C	C	C	C
250658	Southern Africa	15	290	C	3.3	C	5.5	C	-30	C	-59	C	-7	C	-21	C	C	C	C	C
250660	Southern Africa	1	274	C	6.3	C	8.2	C	-77	C	-103	C	-11	H	-26	C	C	C	C	C
250662	Southern Africa	1	277	C	4.3	C	6.2	C	-48	C	-76	C	-8	C	-14	C	C	C	C	C
250664	Southern Africa	1	283	C	3.6	C	5.8	C	-38	C	-69	C	-9	C	-21	C	C	C	C	C
250666	Southern Africa	1	277	C	5	C	6.9	C	-56	C	-85	C	-8	C	-23	C	C	C	C	C
